a,b,c,d,result
185,358,304,79,160
185,358,304,153,86
185,358,255,157,131
185,358,255,79,209
185,358,255,153,135
185,358,351,157,35
185,358,351,79,113
185,358,351,153,39
185,358,157,79,307
185,358,157,153,233
185,358,79,153,311
185,359,365,55,124
185,359,365,138,41
185,359,365,157,22
185,359,365,79,100
185,359,365,153,26
185,359,55,138,351
185,359,55,243,246
185,359,55,304,185
185,359,55,255,234
185,359,55,351,138
185,359,55,157,332
185,359,55,153,336
185,359,138,243,163
185,359,138,304,102
185,359,138,255,151
185,359,138,351,55
185,359,138,157,249
185,359,138,79,327
185,359,138,153,253
185,359,243,255,46
185,359,243,157,144
185,359,243,79,222
185,359,243,153,148
185,359,304,157,83
185,359,304,79,161
185,359,304,153,87
185,359,255,157,132
185,359,255,79,210
185,359,255,153,136
185,359,351,157,36
185,359,351,79,114
185,359,351,153,40
185,359,157,79,308
185,359,157,153,234
185,359,79,153,312
185,365,55,138,357
185,365,55,243,252
185,365,55,304,191
185,365,55,255,240
185,365,55,351,144
185,365,55,157,338
185,365,55,153,342
185,365,138,243,169
185,365,138,304,108
185,365,138,255,157
185,365,138,351,61
185,365,138,157,255
185,365,138,79,333
185,365,138,153,259
185,365,243,304,3
185,365,243,255,52
185,365,243,157,150
185,365,243,79,228
185,365,243,153,154
185,365,304,157,89
185,365,304,79,167
185,365,304,153,93
185,365,255,157,138
185,365,255,79,216
185,365,255,153,142
185,365,351,157,42
185,365,351,79,120
185,365,351,153,46
185,365,157,79,314
185,365,157,153,240
185,365,79,153,318
185,55,138,79,23
185,55,157,79,4
185,55,79,153,8
185,138,243,79,1
185,138,157,79,87
185,138,157,153,13
185,138,79,153,91
185,243,304,79,45
185,243,255,157,16
185,243,255,79,94
185,243,255,153,20
185,243,157,79,192
185,243,157,153,118
185,243,79,153,196
185,304,255,157,77
185,304,255,79,155
185,304,255,153,81
185,304,351,79,59
185,304,157,79,253
185,304,157,153,179
185,304,79,153,257
185,255,351,79,10
185,255,157,79,204
185,255,157,153,130
185,255,79,153,208
185,351,157,79,300
185,351,157,153,226
185,351,79,153,304
185,157,79,153,110
186,249,284,55,96
186,249,284,138,13
186,249,284,79,72
186,249,304,55,76
186,249,304,79,52
186,249,306,55,74
186,249,306,79,50
186,249,315,55,65
186,249,315,79,41
186,249,329,55,51
186,249,329,79,27
186,249,330,55,50
186,249,330,79,26
186,249,358,55,22
186,249,359,55,21
186,249,365,55,15
186,249,55,138,242
186,249,55,243,137
186,249,55,304,76
186,249,55,255,125
186,249,55,351,29
186,249,55,157,223
186,249,55,79,301
186,249,55,153,227
186,249,138,243,54
186,249,138,255,42
186,249,138,157,140
186,249,138,79,218
186,249,138,153,144
186,249,243,157,35
186,249,243,79,113
186,249,243,153,39
186,249,304,79,52
186,249,255,157,23
186,249,255,79,101
186,249,255,153,27
186,249,351,79,5
186,249,157,79,199
186,249,157,153,125
186,249,79,153,203
186,284,304,55,111
186,284,304,138,28
186,284,304,157,9
186,284,304,79,87
186,284,304,153,13
186,284,306,55,109
186,284,306,138,26
186,284,306,157,7
186,284,306,79,85
186,284,306,153,11
186,284,315,55,100
186,284,315,138,17
186,284,315,79,76
186,284,315,153,2
186,284,329,55,86
186,284,329,138,3
186,284,329,79,62
186,284,330,55,85
186,284,330,138,2
186,284,330,79,61
186,284,358,55,57
186,284,358,79,33
186,284,359,55,56
186,284,359,79,32
186,284,365,55,50
186,284,365,79,26
186,284,55,138,277
186,284,55,243,172
186,284,55,304,111
186,284,55,255,160
186,284,55,351,64
186,284,55,157,258
186,284,55,79,336
186,284,55,153,262
186,284,138,243,89
186,284,138,304,28
186,284,138,255,77
186,284,138,157,175
186,284,138,79,253
186,284,138,153,179
186,284,243,157,70
186,284,243,79,148
186,284,243,153,74
186,284,304,157,9
186,284,304,79,87
186,284,304,153,13
186,284,255,157,58
186,284,255,79,136
186,284,255,153,62
186,284,351,79,40
186,284,157,79,234
186,284,157,153,160
186,284,79,153,238
186,304,306,55,129
186,304,306,138,46
186,304,306,157,27
186,304,306,79,105
186,304,306,153,31
186,304,315,55,120
186,304,315,138,37
186,304,315,157,18
186,304,315,79,96
186,304,315,153,22
186,304,329,55,106
186,304,329,138,23
186,304,329,157,4
186,304,329,79,82
186,304,329,153,8
186,304,330,55,105
186,304,330,138,22
186,304,330,157,3
186,304,330,79,81
186,304,330,153,7
186,304,358,55,77
186,304,358,79,53
186,304,359,55,76
186,304,359,79,52
186,304,365,55,70
186,304,365,79,46
186,304,55,138,297
186,304,55,243,192
186,304,55,304,131
186,304,55,255,180
186,304,55,351,84
186,304,55,157,278
186,304,55,79,356
186,304,55,153,282
186,304,138,243,109
186,304,138,304,48
186,304,138,255,97
186,304,138,351,1
186,304,138,157,195
186,304,138,79,273
186,304,138,153,199
186,304,243,157,90
186,304,243,79,168
186,304,243,153,94
186,304,304,157,29
186,304,304,79,107
186,304,304,153,33
186,304,255,157,78
186,304,255,79,156
186,304,255,153,82
186,304,351,79,60
186,304,157,79,254
186,304,157,153,180
186,304,79,153,258
186,306,315,55,122
186,306,315,138,39
186,306,315,157,20
186,306,315,79,98
186,306,315,153,24
186,306,329,55,108
186,306,329,138,25
186,306,329,157,6
186,306,329,79,84
186,306,329,153,10
186,306,330,55,107
186,306,330,138,24
186,306,330,157,5
186,306,330,79,83
186,306,330,153,9
186,306,358,55,79
186,306,358,79,55
186,306,359,55,78
186,306,359,79,54
186,306,365,55,72
186,306,365,79,48
186,306,55,138,299
186,306,55,243,194
186,306,55,304,133
186,306,55,255,182
186,306,55,351,86
186,306,55,157,280
186,306,55,79,358
186,306,55,153,284
186,306,138,243,111
186,306,138,304,50
186,306,138,255,99
186,306,138,351,3
186,306,138,157,197
186,306,138,79,275
186,306,138,153,201
186,306,243,157,92
186,306,243,79,170
186,306,243,153,96
186,306,304,157,31
186,306,304,79,109
186,306,304,153,35
186,306,255,157,80
186,306,255,79,158
186,306,255,153,84
186,306,351,79,62
186,306,157,79,256
186,306,157,153,182
186,306,79,153,260
186,315,329,55,117
186,315,329,138,34
186,315,329,157,15
186,315,329,79,93
186,315,329,153,19
186,315,330,55,116
186,315,330,138,33
186,315,330,157,14
186,315,330,79,92
186,315,330,153,18
186,315,358,55,88
186,315,358,138,5
186,315,358,79,64
186,315,359,55,87
186,315,359,138,4
186,315,359,79,63
186,315,365,55,81
186,315,365,79,57
186,315,55,138,308
186,315,55,243,203
186,315,55,304,142
186,315,55,255,191
186,315,55,351,95
186,315,55,157,289
186,315,55,153,293
186,315,138,243,120
186,315,138,304,59
186,315,138,255,108
186,315,138,351,12
186,315,138,157,206
186,315,138,79,284
186,315,138,153,210
186,315,243,255,3
186,315,243,157,101
186,315,243,79,179
186,315,243,153,105
186,315,304,157,40
186,315,304,79,118
186,315,304,153,44
186,315,255,157,89
186,315,255,79,167
186,315,255,153,93
186,315,351,79,71
186,315,157,79,265
186,315,157,153,191
186,315,79,153,269
186,329,330,55,130
186,329,330,138,47
186,329,330,157,28
186,329,330,79,106
186,329,330,153,32
186,329,358,55,102
186,329,358,138,19
186,329,358,79,78
186,329,358,153,4
186,329,359,55,101
186,329,359,138,18
186,329,359,79,77
186,329,359,153,3
186,329,365,55,95
186,329,365,138,12
186,329,365,79,71
186,329,55,138,322
186,329,55,243,217
186,329,55,304,156
186,329,55,255,205
186,329,55,351,109
186,329,55,157,303
186,329,55,153,307
186,329,138,243,134
186,329,138,304,73
186,329,138,255,122
186,329,138,351,26
186,329,138,157,220
186,329,138,79,298
186,329,138,153,224
186,329,243,255,17
186,329,243,157,115
186,329,243,79,193
186,329,243,153,119
186,329,304,157,54
186,329,304,79,132
186,329,304,153,58
186,329,255,157,103
186,329,255,79,181
186,329,255,153,107
186,329,351,157,7
186,329,351,79,85
186,329,351,153,11
186,329,157,79,279
186,329,157,153,205
186,329,79,153,283
186,330,358,55,103
186,330,358,138,20
186,330,358,157,1
186,330,358,79,79
186,330,358,153,5
186,330,359,55,102
186,330,359,138,19
186,330,359,79,78
186,330,359,153,4
186,330,365,55,96
186,330,365,138,13
186,330,365,79,72
186,330,55,138,323
186,330,55,243,218
186,330,55,304,157
186,330,55,255,206
186,330,55,351,110
186,330,55,157,304
186,330,55,153,308
186,330,138,243,135
186,330,138,304,74
186,330,138,255,123
186,330,138,351,27
186,330,138,157,221
186,330,138,79,299
186,330,138,153,225
186,330,243,255,18
186,330,243,157,116
186,330,243,79,194
186,330,243,153,120
186,330,304,157,55
186,330,304,79,133
186,330,304,153,59
186,330,255,157,104
186,330,255,79,182
186,330,255,153,108
186,330,351,157,8
186,330,351,79,86
186,330,351,153,12
186,330,157,79,280
186,330,157,153,206
186,330,79,153,284
186,358,359,55,130
186,358,359,138,47
186,358,359,157,28
186,358,359,79,106
186,358,359,153,32
186,358,365,55,124
186,358,365,138,41
186,358,365,157,22
186,358,365,79,100
186,358,365,153,26
186,358,55,138,351
186,358,55,243,246
186,358,55,304,185
186,358,55,255,234
186,358,55,351,138
186,358,55,157,332
186,358,55,153,336
186,358,138,243,163
186,358,138,304,102
186,358,138,255,151
186,358,138,351,55
186,358,138,157,249
186,358,138,79,327
186,358,138,153,253
186,358,243,255,46
186,358,243,157,144
186,358,243,79,222
186,358,243,153,148
186,358,304,157,83
186,358,304,79,161
186,358,304,153,87
186,358,255,157,132
186,358,255,79,210
186,358,255,153,136
186,358,351,157,36
186,358,351,79,114
186,358,351,153,40
186,358,157,79,308
186,358,157,153,234
186,358,79,153,312
186,359,365,55,125
186,359,365,138,42
186,359,365,157,23
186,359,365,79,101
186,359,365,153,27
186,359,55,138,352
186,359,55,243,247
186,359,55,304,186
186,359,55,255,235
186,359,55,351,139
186,359,55,157,333
186,359,55,153,337
186,359,138,243,164
186,359,138,304,103
186,359,138,255,152
186,359,138,351,56
186,359,138,157,250
186,359,138,79,328
186,359,138,153,254
186,359,243,255,47
186,359,243,157,145
186,359,243,79,223
186,359,243,153,149
186,359,304,157,84
186,359,304,79,162
186,359,304,153,88
186,359,255,157,133
186,359,255,79,211
186,359,255,153,137
186,359,351,157,37
186,359,351,79,115
186,359,351,153,41
186,359,157,79,309
186,359,157,153,235
186,359,79,153,313
186,365,55,138,358
186,365,55,243,253
186,365,55,304,192
186,365,55,255,241
186,365,55,351,145
186,365,55,157,339
186,365,55,153,343
186,365,138,243,170
186,365,138,304,109
186,365,138,255,158
186,365,138,351,62
186,365,138,157,256
186,365,138,79,334
186,365,138,153,260
186,365,243,304,4
186,365,243,255,53
186,365,243,157,151
186,365,243,79,229
186,365,243,153,155
186,365,304,157,90
186,365,304,79,168
186,365,304,153,94
186,365,255,157,139
186,365,255,79,217
186,365,255,153,143
186,365,351,157,43
186,365,351,79,121
186,365,351,153,47
186,365,157,79,315
186,365,157,153,241
186,365,79,153,319
186,55,138,79,24
186,55,157,79,5
186,55,79,153,9
186,138,243,79,2
186,138,157,79,88
186,138,157,153,14
186,138,79,153,92
186,243,304,79,46
186,243,255,157,17
186,243,255,79,95
186,243,255,153,21
186,243,157,79,193
186,243,157,153,119
186,243,79,153,197
186,304,255,157,78
186,304,255,79,156
186,304,255,153,82
186,304,351,79,60
186,304,157,79,254
186,304,157,153,180
186,304,79,153,258
186,255,351,79,11
186,255,157,79,205
186,255,157,153,131
186,255,79,153,209
186,351,157,79,301
186,351,157,153,227
186,351,79,153,305
186,157,79,153,111
249,284,304,55,174
249,284,304,138,91
249,284,304,157,72
249,284,304,79,150
249,284,304,153,76
249,284,306,55,172
249,284,306,138,89
249,284,306,157,70
249,284,306,79,148
249,284,306,153,74
249,284,315,55,163
249,284,315,138,80
249,284,315,157,61
249,284,315,79,139
249,284,315,153,65
249,284,329,55,149
249,284,329,138,66
249,284,329,157,47
249,284,329,79,125
249,284,329,153,51
249,284,330,55,148
249,284,330,138,65
249,284,330,157,46
249,284,330,79,124
249,284,330,153,50
249,284,358,55,120
249,284,358,138,37
249,284,358,157,18
249,284,358,79,96
249,284,358,153,22
249,284,359,55,119
249,284,359,138,36
249,284,359,157,17
249,284,359,79,95
249,284,359,153,21
249,284,365,55,113
249,284,365,138,30
249,284,365,157,11
249,284,365,79,89
249,284,365,153,15
249,284,55,138,340
249,284,55,243,235
249,284,55,304,174
249,284,55,255,223
249,284,55,351,127
249,284,55,157,321
249,284,55,153,325
249,284,138,243,152
249,284,138,304,91
249,284,138,255,140
249,284,138,351,44
249,284,138,157,238
249,284,138,79,316
249,284,138,153,242
249,284,243,255,35
249,284,243,157,133
249,284,243,79,211
249,284,243,153,137
249,284,304,157,72
249,284,304,79,150
249,284,304,153,76
249,284,255,157,121
249,284,255,79,199
249,284,255,153,125
249,284,351,157,25
249,284,351,79,103
249,284,351,153,29
249,284,157,79,297
249,284,157,153,223
249,284,79,153,301
249,304,306,55,192
249,304,306,138,109
249,304,306,243,4
249,304,306,157,90
249,304,306,79,168
249,304,306,153,94
249,304,315,55,183
249,304,315,138,100
249,304,315,157,81
249,304,315,79,159
249,304,315,153,85
249,304,329,55,169
249,304,329,138,86
249,304,329,157,67
249,304,329,79,145
249,304,329,153,71
249,304,330,55,168
249,304,330,138,85
249,304,330,157,66
249,304,330,79,144
249,304,330,153,70
249,304,358,55,140
249,304,358,138,57
249,304,358,157,38
249,304,358,79,116
249,304,358,153,42
249,304,359,55,139
249,304,359,138,56
249,304,359,157,37
249,304,359,79,115
249,304,359,153,41
249,304,365,55,133
249,304,365,138,50
249,304,365,157,31
249,304,365,79,109
249,304,365,153,35
249,304,55,138,360
249,304,55,243,255
249,304,55,304,194
249,304,55,255,243
249,304,55,351,147
249,304,55,157,341
249,304,55,153,345
249,304,138,243,172
249,304,138,304,111
249,304,138,255,160
249,304,138,351,64
249,304,138,157,258
249,304,138,79,336
249,304,138,153,262
249,304,243,304,6
249,304,243,255,55
249,304,243,157,153
249,304,243,79,231
249,304,243,153,157
249,304,304,157,92
249,304,304,79,170
249,304,304,153,96
249,304,255,157,141
249,304,255,79,219
249,304,255,153,145
249,304,351,157,45
249,304,351,79,123
249,304,351,153,49
249,304,157,79,317
249,304,157,153,243
249,304,79,153,321
249,306,315,55,185
249,306,315,138,102
249,306,315,157,83
249,306,315,79,161
249,306,315,153,87
249,306,329,55,171
249,306,329,138,88
249,306,329,157,69
249,306,329,79,147
249,306,329,153,73
249,306,330,55,170
249,306,330,138,87
249,306,330,157,68
249,306,330,79,146
249,306,330,153,72
249,306,358,55,142
249,306,358,138,59
249,306,358,157,40
249,306,358,79,118
249,306,358,153,44
249,306,359,55,141
249,306,359,138,58
249,306,359,157,39
249,306,359,79,117
249,306,359,153,43
249,306,365,55,135
249,306,365,138,52
249,306,365,157,33
249,306,365,79,111
249,306,365,153,37
249,306,55,138,362
249,306,55,243,257
249,306,55,304,196
249,306,55,255,245
249,306,55,351,149
249,306,55,157,343
249,306,55,153,347
249,306,138,243,174
249,306,138,304,113
249,306,138,255,162
249,306,138,351,66
249,306,138,157,260
249,306,138,79,338
249,306,138,153,264
249,306,243,304,8
249,306,243,255,57
249,306,243,157,155
249,306,243,79,233
249,306,243,153,159
249,306,304,157,94
249,306,304,79,172
249,306,304,153,98
249,306,255,157,143
249,306,255,79,221
249,306,255,153,147
249,306,351,157,47
249,306,351,79,125
249,306,351,153,51
249,306,157,79,319
249,306,157,153,245
249,306,79,153,323
249,315,329,55,180
249,315,329,138,97
249,315,329,157,78
249,315,329,79,156
249,315,329,153,82
249,315,330,55,179
249,315,330,138,96
249,315,330,157,77
249,315,330,79,155
249,315,330,153,81
249,315,358,55,151
249,315,358,138,68
249,315,358,157,49
249,315,358,79,127
249,315,358,153,53
249,315,359,55,150
249,315,359,138,67
249,315,359,157,48
249,315,359,79,126
249,315,359,153,52
249,315,365,55,144
249,315,365,138,61
249,315,365,157,42
249,315,365,79,120
249,315,365,153,46
249,315,55,243,266
249,315,55,304,205
249,315,55,255,254
249,315,55,351,158
249,315,55,157,352
249,315,55,153,356
249,315,138,243,183
249,315,138,304,122
249,315,138,255,171
249,315,138,351,75
249,315,138,157,269
249,315,138,79,347
249,315,138,153,273
249,315,243,304,17
249,315,243,255,66
249,315,243,157,164
249,315,243,79,242
249,315,243,153,168
249,315,304,255,5
249,315,304,157,103
249,315,304,79,181
249,315,304,153,107
249,315,255,157,152
249,315,255,79,230
249,315,255,153,156
249,315,351,157,56
249,315,351,79,134
249,315,351,153,60
249,315,157,79,328
249,315,157,153,254
249,315,79,153,332
249,329,330,55,193
249,329,330,138,110
249,329,330,243,5
249,329,330,157,91
249,329,330,79,169
249,329,330,153,95
249,329,358,55,165
249,329,358,138,82
249,329,358,157,63
249,329,358,79,141
249,329,358,153,67
249,329,359,55,164
249,329,359,138,81
249,329,359,157,62
249,329,359,79,140
249,329,359,153,66
249,329,365,55,158
249,329,365,138,75
249,329,365,157,56
249,329,365,79,134
249,329,365,153,60
249,329,55,243,280
249,329,55,304,219
249,329,55,255,268
249,329,55,351,172
249,329,138,243,197
249,329,138,304,136
249,329,138,255,185
249,329,138,351,89
249,329,138,157,283
249,329,138,79,361
249,329,138,153,287
249,329,243,304,31
249,329,243,255,80
249,329,243,157,178
249,329,243,79,256
249,329,243,153,182
249,329,304,255,19
249,329,304,157,117
249,329,304,79,195
249,329,304,153,121
249,329,255,157,166
249,329,255,79,244
249,329,255,153,170
249,329,351,157,70
249,329,351,79,148
249,329,351,153,74
249,329,157,79,342
249,329,157,153,268
249,329,79,153,346
249,330,358,55,166
249,330,358,138,83
249,330,358,157,64
249,330,358,79,142
249,330,358,153,68
249,330,359,55,165
249,330,359,138,82
249,330,359,157,63
249,330,359,79,141
249,330,359,153,67
249,330,365,55,159
249,330,365,138,76
249,330,365,157,57
249,330,365,79,135
249,330,365,153,61
249,330,55,243,281
249,330,55,304,220
249,330,55,255,269
249,330,55,351,173
249,330,138,243,198
249,330,138,304,137
249,330,138,255,186
249,330,138,351,90
249,330,138,157,284
249,330,138,79,362
249,330,138,153,288
249,330,243,304,32
249,330,243,255,81
249,330,243,157,179
249,330,243,79,257
249,330,243,153,183
249,330,304,255,20
249,330,304,157,118
249,330,304,79,196
249,330,304,153,122
249,330,255,157,167
249,330,255,79,245
249,330,255,153,171
249,330,351,157,71
249,330,351,79,149
249,330,351,153,75
249,330,157,79,343
249,330,157,153,269
249,330,79,153,347
249,358,359,55,193
249,358,359,138,110
249,358,359,243,5
249,358,359,157,91
249,358,359,79,169
249,358,359,153,95
249,358,365,55,187
249,358,365,138,104
249,358,365,157,85
249,358,365,79,163
249,358,365,153,89
249,358,55,243,309
249,358,55,304,248
249,358,55,255,297
249,358,55,351,201
249,358,138,243,226
249,358,138,304,165
249,358,138,255,214
249,358,138,351,118
249,358,138,157,312
249,358,138,153,316
249,358,243,304,60
249,358,243,255,109
249,358,243,351,13
249,358,243,157,207
249,358,243,79,285
249,358,243,153,211
249,358,304,255,48
249,358,304,157,146
249,358,304,79,224
249,358,304,153,150
249,358,255,351,1
249,358,255,157,195
249,358,255,79,273
249,358,255,153,199
249,358,351,157,99
249,358,351,79,177
249,358,351,153,103
249,358,157,153,297
249,359,365,55,188
249,359,365,138,105
249,359,365,157,86
249,359,365,79,164
249,359,365,153,90
249,359,55,243,310
249,359,55,304,249
249,359,55,255,298
249,359,55,351,202
249,359,138,243,227
249,359,138,304,166
249,359,138,255,215
249,359,138,351,119
249,359,138,157,313
249,359,138,153,317
249,359,243,304,61
249,359,243,255,110
249,359,243,351,14
249,359,243,157,208
249,359,243,79,286
249,359,243,153,212
249,359,304,255,49
249,359,304,157,147
249,359,304,79,225
249,359,304,153,151
249,359,255,351,2
249,359,255,157,196
249,359,255,79,274
249,359,255,153,200
249,359,351,157,100
249,359,351,79,178
249,359,351,153,104
249,359,157,153,298
249,365,55,243,316
249,365,55,304,255
249,365,55,255,304
249,365,55,351,208
249,365,138,243,233
249,365,138,304,172
249,365,138,255,221
249,365,138,351,125
249,365,138,157,319
249,365,138,153,323
249,365,243,304,67
249,365,243,255,116
249,365,243,351,20
249,365,243,157,214
249,365,243,79,292
249,365,243,153,218
249,365,304,255,55
249,365,304,157,153
249,365,304,79,231
249,365,304,153,157
249,365,255,351,8
249,365,255,157,202
249,365,255,79,280
249,365,255,153,206
249,365,351,157,106
249,365,351,79,184
249,365,351,153,110
249,365,157,153,304
249,55,138,157,9
249,55,138,79,87
249,55,138,153,13
249,55,157,79,68
249,55,79,153,72
249,138,243,79,65
249,138,304,79,4
249,138,255,79,53
249,138,157,79,151
249,138,157,153,77
249,138,79,153,155
249,243,304,157,31
249,243,304,79,109
249,243,304,153,35
249,243,255,157,80
249,243,255,79,158
249,243,255,153,84
249,243,351,79,62
249,243,157,79,256
249,243,157,153,182
249,243,79,153,260
249,304,255,157,141
249,304,255,79,219
249,304,255,153,145
249,304,351,157,45
249,304,351,79,123
249,304,351,153,49
249,304,157,79,317
249,304,157,153,243
249,304,79,153,321
249,255,351,79,74
249,255,157,79,268
249,255,157,153,194
249,255,79,153,272
249,351,157,79,364
249,351,157,153,290
249,157,79,153,174
284,304,306,55,227
284,304,306,138,144
284,304,306,243,39
284,304,306,255,27
284,304,306,157,125
284,304,306,79,203
284,304,306,153,129
284,304,315,55,218
284,304,315,138,135
284,304,315,243,30
284,304,315,255,18
284,304,315,157,116
284,304,315,79,194
284,304,315,153,120
284,304,329,55,204
284,304,329,138,121
284,304,329,243,16
284,304,329,255,4
284,304,329,157,102
284,304,329,79,180
284,304,329,153,106
284,304,330,55,203
284,304,330,138,120
284,304,330,243,15
284,304,330,255,3
284,304,330,157,101
284,304,330,79,179
284,304,330,153,105
284,304,358,55,175
284,304,358,138,92
284,304,358,157,73
284,304,358,79,151
284,304,358,153,77
284,304,359,55,174
284,304,359,138,91
284,304,359,157,72
284,304,359,79,150
284,304,359,153,76
284,304,365,55,168
284,304,365,138,85
284,304,365,157,66
284,304,365,79,144
284,304,365,153,70
284,304,55,243,290
284,304,55,304,229
284,304,55,255,278
284,304,55,351,182
284,304,138,243,207
284,304,138,304,146
284,304,138,255,195
284,304,138,351,99
284,304,138,157,293
284,304,138,153,297
284,304,243,304,41
284,304,243,255,90
284,304,243,157,188
284,304,243,79,266
284,304,243,153,192
284,304,304,255,29
284,304,304,157,127
284,304,304,79,205
284,304,304,153,131
284,304,255,157,176
284,304,255,79,254
284,304,255,153,180
284,304,351,157,80
284,304,351,79,158
284,304,351,153,84
284,304,157,79,352
284,304,157,153,278
284,304,79,153,356
284,306,315,55,220
284,306,315,138,137
284,306,315,243,32
284,306,315,255,20
284,306,315,157,118
284,306,315,79,196
284,306,315,153,122
284,306,329,55,206
284,306,329,138,123
284,306,329,243,18
284,306,329,255,6
284,306,329,157,104
284,306,329,79,182
284,306,329,153,108
284,306,330,55,205
284,306,330,138,122
284,306,330,243,17
284,306,330,255,5
284,306,330,157,103
284,306,330,79,181
284,306,330,153,107
284,306,358,55,177
284,306,358,138,94
284,306,358,157,75
284,306,358,79,153
284,306,358,153,79
284,306,359,55,176
284,306,359,138,93
284,306,359,157,74
284,306,359,79,152
284,306,359,153,78
284,306,365,55,170
284,306,365,138,87
284,306,365,157,68
284,306,365,79,146
284,306,365,153,72
284,306,55,243,292
284,306,55,304,231
284,306,55,255,280
284,306,55,351,184
284,306,138,243,209
284,306,138,304,148
284,306,138,255,197
284,306,138,351,101
284,306,138,157,295
284,306,138,153,299
284,306,243,304,43
284,306,243,255,92
284,306,243,157,190
284,306,243,79,268
284,306,243,153,194
284,306,304,255,31
284,306,304,157,129
284,306,304,79,207
284,306,304,153,133
284,306,255,157,178
284,306,255,79,256
284,306,255,153,182
284,306,351,157,82
284,306,351,79,160
284,306,351,153,86
284,306,157,79,354
284,306,157,153,280
284,306,79,153,358
284,315,329,55,215
284,315,329,138,132
284,315,329,243,27
284,315,329,255,15
284,315,329,157,113
284,315,329,79,191
284,315,329,153,117
284,315,330,55,214
284,315,330,138,131
284,315,330,243,26
284,315,330,255,14
284,315,330,157,112
284,315,330,79,190
284,315,330,153,116
284,315,358,55,186
284,315,358,138,103
284,315,358,157,84
284,315,358,79,162
284,315,358,153,88
284,315,359,55,185
284,315,359,138,102
284,315,359,157,83
284,315,359,79,161
284,315,359,153,87
284,315,365,55,179
284,315,365,138,96
284,315,365,157,77
284,315,365,79,155
284,315,365,153,81
284,315,55,243,301
284,315,55,304,240
284,315,55,255,289
284,315,55,351,193
284,315,138,243,218
284,315,138,304,157
284,315,138,255,206
284,315,138,351,110
284,315,138,157,304
284,315,138,153,308
284,315,243,304,52
284,315,243,255,101
284,315,243,351,5
284,315,243,157,199
284,315,243,79,277
284,315,243,153,203
284,315,304,255,40
284,315,304,157,138
284,315,304,79,216
284,315,304,153,142
284,315,255,157,187
284,315,255,79,265
284,315,255,153,191
284,315,351,157,91
284,315,351,79,169
284,315,351,153,95
284,315,157,79,363
284,315,157,153,289
284,329,330,55,228
284,329,330,138,145
284,329,330,243,40
284,329,330,255,28
284,329,330,157,126
284,329,330,79,204
284,329,330,153,130
284,329,358,55,200
284,329,358,138,117
284,329,358,243,12
284,329,358,157,98
284,329,358,79,176
284,329,358,153,102
284,329,359,55,199
284,329,359,138,116
284,329,359,243,11
284,329,359,157,97
284,329,359,79,175
284,329,359,153,101
284,329,365,55,193
284,329,365,138,110
284,329,365,243,5
284,329,365,157,91
284,329,365,79,169
284,329,365,153,95
284,329,55,243,315
284,329,55,304,254
284,329,55,255,303
284,329,55,351,207
284,329,138,243,232
284,329,138,304,171
284,329,138,255,220
284,329,138,351,124
284,329,138,157,318
284,329,138,153,322
284,329,243,304,66
284,329,243,255,115
284,329,243,351,19
284,329,243,157,213
284,329,243,79,291
284,329,243,153,217
284,329,304,255,54
284,329,304,157,152
284,329,304,79,230
284,329,304,153,156
284,329,255,351,7
284,329,255,157,201
284,329,255,79,279
284,329,255,153,205
284,329,351,157,105
284,329,351,79,183
284,329,351,153,109
284,329,157,153,303
284,330,358,55,201
284,330,358,138,118
284,330,358,243,13
284,330,358,255,1
284,330,358,157,99
284,330,358,79,177
284,330,358,153,103
284,330,359,55,200
284,330,359,138,117
284,330,359,243,12
284,330,359,157,98
284,330,359,79,176
284,330,359,153,102
284,330,365,55,194
284,330,365,138,111
284,330,365,243,6
284,330,365,157,92
284,330,365,79,170
284,330,365,153,96
284,330,55,243,316
284,330,55,304,255
284,330,55,255,304
284,330,55,351,208
284,330,138,243,233
284,330,138,304,172
284,330,138,255,221
284,330,138,351,125
284,330,138,157,319
284,330,138,153,323
284,330,243,304,67
284,330,243,255,116
284,330,243,351,20
284,330,243,157,214
284,330,243,79,292
284,330,243,153,218
284,330,304,255,55
284,330,304,157,153
284,330,304,79,231
284,330,304,153,157
284,330,255,351,8
284,330,255,157,202
284,330,255,79,280
284,330,255,153,206
284,330,351,157,106
284,330,351,79,184
284,330,351,153,110
284,330,157,153,304
284,358,359,55,228
284,358,359,138,145
284,358,359,243,40
284,358,359,255,28
284,358,359,157,126
284,358,359,79,204
284,358,359,153,130
284,358,365,55,222
284,358,365,138,139
284,358,365,243,34
284,358,365,255,22
284,358,365,157,120
284,358,365,79,198
284,358,365,153,124
284,358,55,243,344
284,358,55,304,283
284,358,55,255,332
284,358,55,351,236
284,358,138,243,261
284,358,138,304,200
284,358,138,255,249
284,358,138,351,153
284,358,138,157,347
284,358,138,153,351
284,358,243,304,95
284,358,243,255,144
284,358,243,351,48
284,358,243,157,242
284,358,243,79,320
284,358,243,153,246
284,358,304,255,83
284,358,304,157,181
284,358,304,79,259
284,358,304,153,185
284,358,255,351,36
284,358,255,157,230
284,358,255,79,308
284,358,255,153,234
284,358,351,157,134
284,358,351,79,212
284,358,351,153,138
284,358,157,153,332
284,359,365,55,223
284,359,365,138,140
284,359,365,243,35
284,359,365,255,23
284,359,365,157,121
284,359,365,79,199
284,359,365,153,125
284,359,55,243,345
284,359,55,304,284
